0	0	1358.8531
0	1	176.15459
1	1	1134.5309
0	2	51.555
1	2	256.01984
2	2	1047.9999
0	3	34.284298
1	3	38.744865
2	3	147.07346
3	3	1229.4576
0	4	28.388063
1	4	32.786587
2	4	53.69332
3	4	177.88254
4	4	1176.9663
0	5	16.408714
1	5	70.54029
2	5	64.69376
3	5	35.48253
4	5	140.9172
5	5	1078.6663
0	6	21.567747
1	6	23.237347
2	6	46.06009
3	6	42.48699
4	6	63.485
5	6	178.2341
6	6	974.5917
0	7	19.25201
1	7	37.47004
2	7	48.152233
3	7	30.066784
4	7	42.501446
5	7	90.466934
6	7	138.81433
7	7	1023.66
0	8	9.843167
1	8	15.508599
2	8	19.695417
3	8	25.853825
4	8	28.973516
5	8	31.101782
6	8	63.02401
7	8	168.94023
8	8	1156.0531
0	9	13.320068
1	9	5.555303
2	9	23.833422
3	9	23.40291
4	9	25.905174
5	9	20.23455
6	9	33.999138
7	9	68.584496
8	9	195.6676
9	9	1180.1361
0	10	11.941396
1	10	10.866131
2	10	9.774741
3	10	20.11366
4	10	17.803087
5	10	14.248306
6	10	20.288765
7	10	19.451859
8	10	49.38379
9	10	169.85353
10	10	1271.7415
0	11	10.223677
1	11	9.475363
2	11	10.228394
3	11	11.612221
4	11	22.211906
5	11	21.53606
6	11	18.281717
7	11	23.16217
8	11	35.1682
9	11	43.70571
10	11	158.86528
11	11	1250.1421
0	12	13.100233
1	12	11.837839
2	12	27.220732
3	12	11.159596
4	12	21.346125
5	12	25.472765
6	12	30.037539
7	12	49.240376
8	12	39.31535
9	12	42.002136
10	12	44.501095
11	12	181.25084
12	12	1094.6866
0	13	11.06042
1	13	18.451551
2	13	19.151867
3	13	16.252874
4	13	25.81267
5	13	23.388262
6	13	16.651768
7	13	29.386023
8	13	28.651342
9	13	34.752823
10	13	34.681763
11	13	55.16288
12	13	172.98889
13	13	1074.9038
0	14	11.287188
1	14	16.005379
2	14	10.944938
3	14	21.634045
4	14	9.967204
5	14	23.044756
6	14	26.954687
7	14	35.567772
8	14	23.533644
9	14	23.161041
10	14	27.60641
11	14	31.109768
12	14	59.08249
13	14	173.08752
14	14	1076.0093
0	15	14.314912
1	15	9.184946
2	15	13.728318
3	15	16.884464
4	15	15.974701
5	15	16.861374
6	15	15.434757
7	15	23.132627
8	15	12.52297
9	15	21.183073
10	15	18.64527
11	15	28.18199
12	15	35.41689
13	15	47.843506
14	15	185.24562
15	15	1164.1765
0	16	5.388755
1	16	7.1918344
2	16	7.464795
3	16	6.8857164
4	16	13.5959
5	16	9.430353
6	16	14.547302
7	16	16.647888
8	16	11.575954
9	16	18.659695
10	16	16.221432
11	16	16.26702
12	16	25.828365
13	16	26.168015
14	16	46.381546
15	16	148.08621
16	16	1172.2678
0	17	15.609175
1	17	11.1600065
2	17	17.761484
3	17	15.67131
4	17	21.097584
5	17	9.755769
6	17	17.364563
7	17	13.777887
8	17	11.975409
9	17	12.869059
10	17	16.781187
11	17	10.243341
12	17	23.203888
13	17	22.79663
14	17	39.985035
15	17	51.77466
16	17	192.28581
17	17	1167.6737
0	18	15.495153
1	18	6.46245
2	18	10.732364
3	18	16.971094
4	18	11.867968
5	18	12.105631
6	18	13.790175
7	18	16.412691
8	18	11.887931
9	18	14.904229
10	18	13.882172
11	18	23.242325
12	18	16.054272
13	18	24.751678
14	18	28.867605
15	18	35.203053
16	18	55.128147
17	18	137.586
18	18	1108.9242
0	19	12.160563
1	19	13.524578
2	19	19.653051
3	19	4.316303
4	19	7.670316
5	19	22.660389
6	19	12.62625
7	19	23.375986
8	19	11.097982
9	19	6.065011
10	19	6.7789235
11	19	7.9802303
12	19	21.303263
13	19	19.856733
14	19	15.858664
15	19	20.62837
16	19	19.348824
17	19	29.589603
18	19	106.26281
19	19	977.68567
0	20	2.7257695
1	20	15.915433
2	20	8.495739
3	20	4.3537135
4	20	12.035018
5	20	12.919057
6	20	7.782919
7	20	9.263019
8	20	7.7498116
9	20	5.2436385
10	20	5.1282587
11	20	6.2606425
12	20	7.735646
13	20	5.224914
14	20	12.441423
15	20	13.871441
16	20	13.576714
17	20	20.189987
18	20	31.370874
19	20	168.0833
20	20	1071.9657
0	21	10.248403
1	21	13.297592
2	21	16.562752
3	21	14.550382
4	21	11.491937
5	21	8.303133
6	21	11.823182
7	21	15.478792
8	21	11.511268
9	21	13.143425
10	21	9.997726
11	21	6.7253966
12	21	12.926505
13	21	13.824074
14	21	18.562506
15	21	17.384708
16	21	21.269167
17	21	30.070911
18	21	40.77244
19	21	38.219982
20	21	140.75687
21	21	1068.179
0	22	7.014734
1	22	2.9255836
2	22	12.956253
3	22	7.4694853
4	22	7.374278
5	22	10.2298565
6	22	10.318096
7	22	7.2237163
8	22	5.909346
9	22	7.4969106
10	22	5.132365
11	22	4.6033387
12	22	8.847816
13	22	11.20521
14	22	10.672616
15	22	5.9496636
16	22	8.006969
17	22	18.072584
18	22	21.678186
19	22	51.104168
20	22	46.0242
21	22	164.58284
22	22	998.0772
0	23	5.039864
1	23	7.3567863
2	23	9.599553
3	23	3.219953
4	23	3.178911
5	23	6.431099
6	23	5.886973
7	23	3.8925083
8	23	5.572452
9	23	4.847663
10	23	4.7409964
11	23	9.095221
12	23	7.1514854
13	23	6.44047
14	23	7.3940816
15	23	8.816455
16	23	11.766996
17	23	8.926898
18	23	13.695337
19	23	53.108116
20	23	38.688305
21	23	32.32468
22	23	177.00244
23	23	1001.4688
0	24	4.484288
1	24	4.987278
2	24	3.1059399
3	24	1.9099984
4	24	2.82848
5	24	6.53961
6	24	6.98402
7	24	11.082921
8	24	2.833238
9	24	2.8755167
10	24	3.7496593
11	24	2.9427629
12	24	6.5988045
13	24	6.68558
14	24	3.8986583
15	24	4.75428
16	24	12.098491
17	24	9.627673
18	24	17.203222
19	24	39.669754
20	24	36.482975
21	24	23.599041
22	24	65.62099
23	24	211.07169
24	24	925.46686
0	25	2.712472
1	25	4.525083
2	25	7.514927
3	25	3.4659796
4	25	0.8554504
5	25	7.9114046
6	25	1.4081728
7	25	5.8658915
8	25	0.8568894
9	25	6.087734
10	25	2.5516205
11	25	2.670043
12	25	4.2766156
13	25	7.799137
14	25	10.612053
15	25	6.0391498
16	25	5.0664306
17	25	8.735431
18	25	14.7417555
19	25	28.582972
20	25	36.305336
21	25	30.333673
22	25	45.799675
23	25	56.268597
24	25	161.61578
25	25	1020.091
0	26	4.293204
1	26	1.19369
2	26	4.955982
3	26	3.657219
4	26	4.513254
5	26	6.260944
6	26	2.9717407
7	26	5.3053274
8	26	4.5208464
9	26	1.8353233
10	26	3.5898788
11	26	1.8782438
12	26	0.90251654
13	26	8.229464
14	26	11.197585
15	26	3.6413524
16	26	6.2369723
17	26	4.6087093
18	26	8.235079
19	26	17.872633
20	26	23.661148
21	26	17.88647
22	26	28.0295
23	26	35.41564
24	26	54.37288
25	26	170.42616
26	26	1007.9923
0	27	5.961763
1	27	6.2160716
2	27	2.0646393
3	27	3.8089514
4	27	1.8802009
5	27	1.0867834
6	27	1.5475168
7	27	0.92090625
9	27	0.9557341
10	27	1.8694086
12	27	4.699803
13	27	1.9046425
14	27	4.8592315
15	27	4.740533
16	27	5.567773
17	27	7.6798677
18	27	12.388623
19	27	16.287374
20	27	23.469345
21	27	10.784952
22	27	25.165861
